epoch,train_loss,train_ppl,val_loss,val_ppl
1,0.9030914607542572,2.4672186431400465,0.6702035344708492,1.9546351157760473
2,0.6617258551920847,1.9381343889194886,0.6526059165185994,1.9205390781838039
3,0.6502802689159227,1.9160777708059817,0.6486980544267928,1.9130485218874305
4,0.645476088226844,1.9068946632968695,0.6468152282427142,1.9094499728232908
5,0.6419106054326542,1.9001077696507715,0.6379255970001976,1.8925508912786053
6,0.6343972728222876,1.8858851246190322,0.637328724535553,1.891421616813605
